code,name,latitude,longitude,yearid
6328,Drolet / Villeray,45.54015386355122,-73.62353146076201,2016
6423,Hôpital général juif,45.496302,-73.62982199999999,2015
6044,Roy / St-Christophe,45.52149207572533,-73.57047200202942,2017
6397,Marché Maisonneuve,45.553193897440885,-73.53981435298921,2016
6925,des Écores / Jean-Talon,45.55244260913486,-73.60300183296205,2016
7052,Shearer / Centre,45.48300561929305,-73.56218665838243,2017
6704,19e avenue / St-Zotique,45.561594,-73.585643,2017
6224,Villeneuve / du Parc,45.51829,-73.59235,2016
6373,7e avenue / St-Joseph,45.54722664525074,-73.56986984610558,2016
6070,Milton / Université,45.5064484,-73.57634872,2016
6251,de Gaspé / Dante,45.53435794822835,-73.61223131418228,2017
6903,Napoléon /  St-Dominique,45.51674014744136,-73.57770323753356,2017
6110,Poupart / Ste-Catherine,45.529033,-73.54641,2016
